pad
0
0
0
0
0
0
0
0
0
0
0
0
0
0.787868387954109
0.795747649744958
0.787868387954109
0
0
0
0
0
0
0.802725789266024
1.62581855986617
2.43746362157666
1.62581855986617
0.802725789266024
0
0
0
0
0.787868387954109
1.62581855986617
3.24642921774265
4.02980364876667
3.24642921774265
1.62581855986617
0.787868387954109
0
0
0
0.795747649744958
2.43746362157666
4.02980364876667
5.44182470904989
4.02980364876667
2.43746362157666
0.795747649744958
0
0
0
0.787868387954109
1.62581855986617
3.24642921774265
4.02980364876667
3.24642921774265
1.62581855986617
0.787868387954109
0
0
0
0
0.802725789266024
1.62581855986617
2.43746362157666
1.62581855986617
0.802725789266024
0
0
0
0
0
0
0.787868387954109
0.795747649744958
0.787868387954109
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
