"UTC","TF","PF","T200","T3300","T3700","T4000","u800","u2700","u3000","u3300","u3700","u4200","DD200","DD3300","DD3700","DD4000","Rn","Rg200","Rg3700","Pa"
2009-06-04 00:39:00,0,0,8.5,8.239999771,NA,8.159999847,0.514829993,0.610795949,0.841890989,0.943907386,1.337867824,2.380337635,9.146323183,8.599529055,NA,8.522527181,-16.12515259,0,0,965.2956657
2009-06-04 00:49:00,0.346585274,1.26212195794353,8.020000458,7.577000141,NA,7.524000168,0.710000038,0.830738066,1.178446676,1.224698505,1.325730835,2.996372327,9.120921216,8.703549533,NA,8.568329821,-4.452484131,0,0,965.2811876
2009-06-04 00:59:00,0.020387826,0.126212197056475,7.289000034,6.967999935,NA,7.054999828,0.608669996,0.732657984,1.202720705,1.363453942,1.819083494,3.502846117,9.105288399,8.717200591,NA,8.548452624,-26.47415161,0,0,965.2499906
2009-06-04 01:09:00,0.020386854,0,7.010000229,7.034999847,NA,7.031000137,0.823500037,0.850747709,1.50647369,1.618658968,2.215340087,4.788712012,8.962700716,8.466501164,NA,8.333803443,-36.94345093,0,0,965.2041127
2009-06-04 01:19:00,0,0,6.81400013,6.795000076,NA,6.768000126,0.960330009,0.962604915,1.594056942,1.517298641,2.229445208,5.244669561,8.655031359,8.130626884,NA,7.997346954,-36.34176636,0,0,965.1631612
2009-06-04 01:29:00,0,0,6.585000038,6.498000145,NA,6.513999939,0.850000024,1.069869764,1.525171269,1.648837394,1.649165441,4.677182827,8.432089892,7.927291196,NA,7.771516188,-24.18774414,0,0,965.1367496
2009-06-04 01:39:00,0,0,6.440999985,6.364999771,NA,6.376999855,0.782999992,0.992783416,1.459893914,1.692137,1.822035717,4.896960926,8.329505544,7.76865076,NA,7.600606043,-14.80145264,0,0,965.122783
2009-06-04 01:49:00,0.010193913,0,6.407999992,6.375,NA,6.388999939,0.729000032,0.979006291,1.518938776,1.633420184,1.679672013,4.706705258,8.108797278,7.589970854,NA,7.428438802,-13.5980835,0,0,965.1213118
2009-06-04 01:59:00,0,0,6.315000057,6.31099987,NA,6.321000099,0.769500017,0.811056445,1.212889512,1.18238304,1.770863483,4.358996623,8.123713538,7.531684415,NA,7.369763271,-11.9133606,0,0,965.1168967
2009-06-04 02:09:00,0,0,6.242000103,6.340000153,NA,6.302000046,0.657169998,0.766707191,1.13186685,1.232571133,2.011635291,4.237626628,8.130329228,7.466460535,NA,7.341021626,-12.03369141,0,0,965.1080611
