"UTC","TF","PF","T200","T3300","T3700","T4000","u800","u2700","u3000","u3300","u3700","u4200","DD200","DD3300","DD3700","DD4000","Rn","Rg200","Rg3700","Pa"
2009-10-22 06:49:00,0,0,2.256000042,3.453000069,NA,3.515000105,0.481999993,1.477935399,2.160231589,2.694587474,3.696382055,5.366039556,6.897844278,7.35415722,NA,7.386469989,-46.57037354,0,5.294825554,958.5036516
2009-10-22 06:59:00,0,0.586729348,2.312999964,4.027999878,NA,4.073999882,0.442000002,1.406753497,2.084785375,2.577809937,3.496285576,4.952725519,6.925983325,7.634259033,NA,7.675345604,-17.08786011,0,14.32009602,958.5208815
2009-10-22 07:09:00,0,0,2.861999989,4.414000034,NA,4.402999878,0.465000004,1.569454916,2.268480503,2.779874498,3.650458273,5.015050651,7.21722963,7.777299979,NA,7.813080191,4.211791992,1.310043693,21.41997528,958.7301609
2009-10-22 07:19:00,0,0,3.510999918,4.763000011,NA,4.696000099,0.701499999,1.646541265,2.455455901,3.049512743,4.227785818,5.963048722,7.564871185,7.866992299,NA,7.915485781,13.11676025,2.620087385,35.13838577,958.758977
2009-10-22 07:29:00,0,0,4.021999836,5.008999825,NA,4.918000221,0.701330006,1.693449088,2.532214102,3.089860026,4.067052581,5.618620357,7.826285561,7.91624695,NA,7.978707381,0.842376709,1.164483309,23.82671547,958.7839443
2009-10-22 07:39:00,0,0,4.388999939,5.116000175,NA,5.040999889,0.761500001,1.670487197,2.392802621,2.963897773,3.906319344,5.165943078,8.022456239,7.958019236,NA,8.030068616,9.506652832,2.183406115,32.85198593,958.9882672
2009-10-22 07:49:00,0,0,4.092999935,5.263999939,NA,5.163000107,0.60066998,1.357221398,2.07330443,2.597819505,3.204341534,4.181862036,7.816432377,7.987311843,NA,8.063463114,22.50299072,2.76564765,46.20938492,959.3844626
2009-10-22 07:59:00,0,0,4.385000229,5.394000053,NA,5.270999908,0.444499999,1.41528222,1.945045847,2.375089283,2.957993327,3.945682586,7.978475899,8.024129811,NA,8.10663704,30.56558228,5.385735035,68.59205627,959.2330255
2009-10-22 08:09:00,0,0,4.709000111,5.544000149,NA,5.40199995,0.430999994,1.417578349,2.045094087,2.555175993,3.237144235,4.194983116,8.136126966,8.07209484,NA,8.154045832,30.92657471,6.550218105,89.16967773,959.2543876
2009-10-22 08:19:00,0,0,4.887000084,5.762000084,NA,5.612999916,0.423000008,1.464486272,2.110043395,2.543367101,3.266666667,4.2737096,8.21212634,8.094183842,NA,8.174546848,45.96868896,7.423580647,94.22382355,959.2818657
2009-10-22 08:29:00,0,0,5.146999836,5.974999905,NA,5.796000004,0.293000013,1.116777637,1.48121567,1.818755447,2.448567214,3.179411561,8.344959578,8.149334331,NA,8.242229517,82.06976318,9.170305252,112.7557144,959.4898726
2009-10-22 08:39:00,0,0,5.393000126,6.328000069,NA,6.085999966,0.353670001,1.618002874,2.198282642,2.601099775,3.246985046,4.28027014,8.435495741,8.197894228,NA,8.296773346,104.6931458,9.606987,176.5343018,959.5123727
2009-10-22 08:49:00,0,0,5.701000214,6.574999809,NA,6.282999992,0.43483001,1.291615995,1.796777597,2.220916586,2.928798842,3.843994211,8.52656786,8.212464191,NA,8.315323524,100.9627075,11.0625906,179.1817017,959.5399586
2009-10-22 08:59:00,0,0,5.888999939,6.747000217,NA,6.433000088,0.474169999,1.156468876,1.711490573,2.11168353,2.698851986,3.447081524,8.555083434,8.251333639,NA,8.344156676,164.9819336,14.84716129,233.814682,959.7551671
2009-10-22 09:09:00,0,0,6.162000179,7.010000229,NA,6.613999844,0.419,1.480231528,2.003106569,2.359671973,3.067882376,4.03753015,8.652220806,8.261707364,NA,8.361253589,240.7942505,17.75836945,337.1841125,959.4274162
2009-10-22 09:19:00,0,0,6.640999794,7.522999763,NA,7.031000137,0.452500015,1.216169782,1.769879442,1.972928144,2.536150466,3.424119633,8.718534643,8.339547223,NA,8.444118531,230.8062744,16.01164436,333.9350281,959.2961394
2009-10-22 09:29:00,0,0,6.901000023,7.493000031,NA,7.113999844,0.551829994,1.464486272,1.96013511,2.419044782,3.170226644,4.109696093,8.687091611,8.322450476,NA,8.401596697,155.8363342,11.49927235,252.5872498,959.5210852
2009-10-22 09:39:00,0,0,7.024000168,7.492000103,NA,7.114999771,0.628830016,1.596681118,2.362624296,2.83891936,3.630776652,4.788712012,8.650560485,8.247356808,NA,8.351740078,227.5571594,16.44832611,330.5655823,959.5546902
2009-10-22 09:49:00,0,0,7.199999809,7.237999916,NA,7.027999878,0.619499981,2.147110508,2.949464504,3.479884226,4.434442836,5.523492523,8.542622004,8.188541799,NA,8.312033505,97.83392334,11.93595314,147.5330963,959.6075112
2009-10-22 09:59:00,0,0,7.153999805,7.196000099,NA,7.005000114,0.685169995,2.118572118,2.846135995,3.394597202,4.336034732,5.651423058,8.586506376,8.246136296,NA,8.348967267,148.6161194,16.44832611,189.2900085,959.6538312
2009-10-22 10:09:00,0,0,7.30700016,7.334000111,NA,7.117000103,0.725830019,2.181553344,3.134143673,3.771828268,4.939604438,6.504293295,8.585069364,8.263069682,NA,8.362974474,160.4091492,18.3406105,204.3321228,959.5272771
2009-10-22 10:19:00,0,0,7.440000057,7.409999847,NA,7.205999851,0.804329991,2.400019256,3.371635311,4.014568259,5.185624699,6.714230584,8.612050455,8.27531018,NA,8.373590969,165.5836487,18.63173294,217.0878448,959.3903956
2009-10-22 10:29:00,0,0,7.544000149,7.619999886,NA,7.401000023,0.930999994,1.741997146,2.491210726,3.011133543,3.857115292,4.923203087,8.735870072,8.341786434,NA,8.424507752,188.2069702,18.77729225,236.4620972,959.4237522
2009-10-22 10:39:00,0,0,7.675000191,7.940999985,NA,7.637000084,0.712670028,1.684592418,2.277665219,2.828422656,3.761987458,4.962566329,8.814440358,8.409166487,NA,8.477973332,218.2912292,22.41630363,268.8327332,959.2648695
2009-10-22 10:49:00,0,0,7.901000023,7.895999908,NA,7.635000229,0.703830004,1.933236855,2.583058289,3.034751528,4.011287988,5.293873613,8.834370457,8.407879341,NA,8.487267031,177.0155945,20.66957855,225.8724365,959.2857936
2009-10-22 10:59:00,0,0,7.986999989,7.946000099,NA,7.718999863,0.939830005,2.046078128,2.919285979,3.407718283,4.237626628,5.503810902,8.789952255,8.389612261,NA,8.483546336,231.8892517,25.61863136,283.152832,959.300919
