"UTC","TF","PF","T200","T3300","T3700","T4000","u800","u2700","u3000","u3300","u3700","u4200","DD200","DD3300","DD3700","DD4000","Rn","Rg200","Rg3700","Pa"
2008-07-20 21:39:00,0,0,14.46000004,13.92000008,13.81999969,13.77000046,0.425330013,1.350332861,1.813506995,2.241910195,2.348518974,4.142498794,12.10347628,11.92865821,NA,11.68390849,-19.25390625,0,0,NA
2008-07-20 21:49:00,0.049948815,0.13959113297184,13.85999966,13.19999981,13.06000042,13.02999973,0.567170024,0.886502658,1.08463098,1.251924757,1.480231528,2.471857252,12.21617731,12.09914156,NA,11.76002168,-8.664245605,0,0,NA
2008-07-20 21:59:00,0.25076434,1.11672906935836,12.81000042,12.01000023,11.93000031,11.88000011,0.477670014,0.873381578,1.518938776,1.985065083,2.332773718,2.597163611,12.8272686,12.19807347,NA,11.99656819,0.96270752,0,0,NA
2008-07-20 22:09:00,0.171254054,0.418773411478721,12.18000031,11.47999954,11.44999981,11.39000034,0.398829997,1.009512763,1.987033265,2.598475599,3.404438013,3.113150064,12.8459574,12.30613861,NA,12.25988315,0.60168457,0,0,NA
2008-07-20 22:19:00,0.187563732,0.697955657879643,11.77000046,11.38000011,11.43000031,11.34000015,0.64350003,1.024930073,2.482354156,3.545489629,3.886637723,3.922720695,12.76533917,12.35934843,NA,12.35343983,-0.60168457,0,0,NA
2008-07-20 22:29:00,0.069316857,0.13959113297184,11.56999969,11.34000015,11.39000034,11.34000015,0.58217001,0.827129774,2.229117261,3.077723187,2.993420204,3.627496382,12.74740721,12.35343983,NA,12.32661368,-0.48135376,0,0,NA
2008-07-20 22:39:00,0.054026477,0.279182267339591,11.51000023,11.39999962,11.47000027,11.43000031,0.708330035,0.931442349,2.486618467,3.519247467,3.525808008,3.880077183,12.7782602,12.36227789,NA,12.26544091,-0.722015381,0,0,NA
2008-07-20 22:49:00,0.02140712,0,11.46000004,11.43000031,11.47000027,11.47000027,0.724000037,1.125306309,2.802180495,4.017848529,4.76246985,4.090014472,12.81713241,12.48133425,NA,12.41975187,-2.888061523,0,0,NA
2008-07-20 22:59:00,0,0,11.47999954,11.27999973,11.27000046,11.22999954,0.513999999,1.06593345,2.192706243,2.858929128,3.630776652,3.332272069,12.90181529,12.59828955,NA,12.66308304,-4.81350708,0,0,NA
2008-07-20 23:09:00,0,0,11.43999958,11.23999977,11.23999977,11.19999981,0.478500009,1.045923782,2.262576057,2.982267205,3.758707188,3.374915581,12.8811735,12.61819266,NA,12.70433621,-4.693145752,0,0,NA
2008-07-20 23:19:00,0,0,11.43999958,11.18999958,11.17000008,11.11999989,0.374500006,0.94456343,1.913555234,2.465624658,3.021630447,3.063289918,12.89467578,12.62950336,NA,12.72955087,-6.257507324,0,0,NA
2008-07-20 23:29:00,0,0,11.35999966,11.18999958,11.15999985,11.11999989,0.60650003,0.948171722,2.320964825,3.116758281,2.87303425,4.004727448,12.81305204,12.65606383,NA,12.75598815,-9.025268555,0,0,NA
2008-07-20 23:39:00,0,0,11.36999989,11.25,11.22999954,11.19999981,0.475830019,0.908152436,2.06674389,2.38197777,2.463000482,3.827592861,12.82154988,12.66656904,NA,12.77078148,-7.220214844,0,0,NA
2008-07-20 23:49:00,0,0,11.44999981,11.30000019,11.27000046,11.22999954,0.554499984,0.797049677,1.481871664,1.859758824,2.04476604,4.145779064,12.86268856,12.70865874,NA,12.80955403,-6.377838135,0,0,NA
2008-07-20 23:59:00,0,0,11.55000019,11.36999989,11.31000042,11.27000046,0.695500016,0.932098418,1.431355523,1.477935399,2.047718263,4.27698987,12.93455697,12.78123054,NA,12.89700519,-6.859222412,0,0,NA
2008-07-21 00:09:00,0,0,11.57999992,11.35999966,11.31000042,11.27000046,0.715000033,0.892407129,1.4723589,1.676063696,2.018523878,4.50988905,12.93301178,12.79962117,NA,12.89700519,-7.581237793,0,0,NA
2008-07-21 00:19:00,0,0,11.59000015,11.34000015,11.28999996,11.23999977,0.678330004,0.882894366,1.467438495,1.396256643,1.665238744,4.214664737,12.95521107,12.82289736,NA,12.9379779,-8.303253174,0,0,NA
2008-07-21 00:29:00,0,0,11.57999992,11.27999973,11.22000027,11.17000008,0.44750002,0.734790164,1.401505045,1.611114287,1.606849976,3.394597202,12.96026786,12.81204632,NA,12.91778294,-8.182922363,0,0,NA
