"UTC","TF","PF","T200","T3300","T3700","T4000","u800","u2700","u3000","u3300","u3700","u4200","DD200","DD3300","DD3700","DD4000","Rn","Rg200","Rg3700","Pa"
2008-09-20 20:59:00,0,0,9.470000267,9.340000153,9.359999657,9.270000458,0.272000015,0.897655582,1.334259507,1.962431239,2.540086831,3.33555234,9.624001428,9.434486689,9.400209609,9.258096544,-12.7557373,0,0,NA
2008-09-20 21:09:00,0,0.122310433678288,9.390000343,9.06000042,9.090000153,9.020000458,0.345829993,1.153516653,1.580935862,2.135957509,2.74444762,3.58813314,9.843094064,9.695491001,9.634388139,9.474102267,-6.738861084,0,0,NA
2008-09-20 21:19:00,0.020386854,0.122310433678288,9.090000153,8.590000153,8.649999619,8.600000381,0.143830001,0.837298606,1.211905471,1.621939239,2.249454976,2.922566249,10.1074539,9.927361606,9.878223203,9.722018702,-4.091461182,0,0,NA
2008-09-20 21:29:00,0.050968595,0.122310433678288,8.869999886,8.390000343,8.460000038,8.399999619,0.152500004,0.805250353,1.041331424,1.401505045,1.9447178,2.542054913,10.24246589,10.0246202,9.99498329,9.976373284,-1.6847229,0,0,NA
2008-09-20 21:39:00,0.071355447,0.122310433678288,8.68999958,8.279999733,8.350000381,8.31000042,0.279170007,0.815156783,1.033130748,1.363781938,1.969319826,2.49842736,10.34301159,10.10288323,10.06326426,10.09067153,-0.48135376,0,0,NA
2008-09-20 21:49:00,0.050968595,0.24462086857968,8.569999695,8.239999771,8.329999924,8.300000191,0.335000008,0.929802214,1.277838871,1.661958474,2.103482855,2.905836951,10.41517206,10.09723044,10.03863969,10.07287907,0,0,0,NA
2008-09-20 21:59:00,0.020387826,0,8.5,8.229999542,8.31000042,8.260000229,0.184,0.799411476,1.102016421,1.235523406,1.430371482,2.518437128,10.46561101,10.09036651,10.05783854,10.10006345,-0.120330811,0,0,NA
2008-09-20 22:09:00,0.010193913,0,8.420000076,8.289999962,8.430000305,8.369999886,0.362000018,0.745123008,1.032146657,1.263405702,1.25159671,2.720173741,10.44201432,10.02231718,9.952580821,9.978044647,-0.96270752,0,0,NA
2008-09-20 22:19:00,0,0,8.390000343,8.420000076,8.550000191,8.520000458,0.219830006,0.845171259,1.098080057,1.314249889,1.26143752,2.847120036,10.42076326,9.890693603,9.8337239,9.802630449,-1.323699951,0,0,NA
2008-09-20 22:29:00,0,0,8.340000153,8.520000458,8.670000076,8.630000114,0.355170012,0.934066575,1.353613131,1.718707208,1.516642547,3.424119633,10.36349609,9.802630449,9.757040686,9.652333888,-0.722015381,0,0,NA
2008-09-20 22:39:00,0,0,8.289999962,8.550000191,8.640000343,8.609999657,0.422170013,1.051500231,1.518938776,1.85024606,1.795137462,3.545489629,10.31741267,9.77810329,9.726031767,9.616917426,-0.481323242,0,0,NA
2008-09-20 22:49:00,0,0,8.289999962,8.640000343,8.739999771,8.720000267,0.364500016,1.093159652,1.597337212,2.00409071,2.129725016,3.476603956,10.31741267,9.737223978,9.690734781,9.542580459,0.240661621,0,0,NA
2008-09-20 22:59:00,0,0,8.289999962,8.699999809,8.779999733,8.779999733,0.338330001,1.098736151,1.444148557,1.906666647,2.277993166,3.58485287,10.31741267,9.709466027,9.660523052,9.513637907,0.120330811,0,0,NA
2008-09-20 23:09:00,0,0,8.329999924,8.710000038,8.800000191,8.760000229,0.354169995,0.957028466,1.403801274,1.816787265,1.566502693,3.227303425,10.30166082,9.716045625,9.662297132,9.523331147,0,0,0,NA
2008-09-20 23:19:00,0.010193913,0,8.390000343,8.729999542,8.81000042,8.779999733,0.47033,1.032146657,1.400849051,1.527467398,1.627843685,3.552050169,10.26670763,9.684173923,9.64619579,9.502339049,-0.240661621,0,0,NA
2008-09-20 23:29:00,0,0,8.5,8.760000229,8.800000191,8.770000458,0.544830024,0.994751548,1.430699429,1.630139914,1.534355986,3.470043415,10.21062261,9.681301095,9.650982966,9.518490252,-1.08303833,0,0,NA
2008-09-20 23:39:00,0.010193913,0,8.479999542,8.699999809,8.75,8.68999958,0.366170019,0.854027979,1.198456343,1.268654104,1.278822962,2.976362759,10.16355981,9.686990411,9.65219583,9.534437392,-1.925384521,0,0,NA
2008-09-20 23:49:00,0,0,8.510000229,8.68999958,8.729999542,8.680000305,0.351000011,0.886502658,1.245692213,1.413970132,1.399208916,3.147592901,10.09551934,9.691660153,9.650391921,9.527979727,-1.925384521,0,0,NA
2008-09-20 23:59:00,0,0,8.510000229,8.659999847,8.739999771,8.699999809,0.322829992,0.823521456,1.092175611,1.274886648,1.266357925,2.957009085,10.17317718,9.705601609,9.656929892,9.518423293,-2.166046143,0,0,NA
2008-09-21 00:09:00,0,0,8.430000305,8.630000114,8.680000305,8.630000114,0.37767002,0.816403276,1.071837896,1.13186685,1.181398949,2.874346438,10.17325889,9.708257028,9.67387341,9.551672237,-2.166046143,0,0,NA
2008-09-21 00:19:00,0,0,8.43999958,8.649999619,8.699999809,8.619999886,0.435000002,0.829425953,1.175166405,1.385431741,1.439556199,2.895996141,10.11391956,9.676626811,9.653276988,9.522845644,-3.008422852,0,0,NA
2008-09-21 00:29:00,0,0,8.430000305,8.659999847,8.680000305,8.609999657,0.4375,0.78465026,1.096111925,1.288007728,1.405113362,3.062305877,10.08498766,9.671979432,9.651428228,9.516392157,-3.730438232,0,0,NA
2008-09-21 00:39:00,0,0,8.460000038,8.670000076,8.68999958,8.619999886,0.493000001,0.913400863,1.241427902,1.282431279,1.51959477,3.018678324,10.06132167,9.633675804,9.613048773,9.478137448,-2.888092041,0,0,NA
2008-09-21 00:49:00,0,0,8.510000229,8.710000038,8.729999542,8.659999847,0.521499991,0.899295717,1.154172697,1.359517627,1.350988905,3.243704776,10.0178615,9.614836817,9.582827917,9.459038981,-2.286407471,0,0,NA
2008-09-21 00:59:00,0,0,8.579999924,8.75,8.789999962,8.729999542,0.474330008,0.831066088,1.179758814,1.227322731,1.409377673,3.233863965,9.98751301,9.607092112,9.565306644,9.425178574,-2.16607666,0,0,NA
2008-09-21 01:09:00,0,0,8.520000458,8.630000114,8.659999847,8.590000153,0.503830016,0.873053556,1.233555224,1.403473227,1.272918466,3.096092619,10.0579651,9.652333888,9.627149864,9.48118805,-4.211791992,0,0,NA
2008-09-21 01:19:00,0,0,8.449999809,8.579999924,8.640000343,8.569999695,0.436500013,0.948827791,1.274558601,1.418234443,1.412329997,3.332272069,10.07659218,9.630816117,9.60291744,9.468338236,-4.332122803,0,0,NA
